PID,BIAS,RELATEDNESS,REPS,MS
14,filler,unrelated,short,
14,filler,unrelated,short,
14,filler,unrelated,short,2118
14,filler,unrelated,short,2687
14,filler,unrelated,short,
14,filler,unrelated,short,4991
14,subordinate,related,long,628
14,subordinate,related,long,659
14,subordinate,related,long,1106
14,subordinate,related,long,
14,subordinate,related,long,1269
14,subordinate,related,long,
14,subordinate,related,long,1444
14,subordinate,related,long,1610
14,subordinate,related,long,2213
14,subordinate,related,short,
14,subordinate,related,short,990
14,subordinate,related,short,1232
14,subordinate,related,short,1273
14,subordinate,related,short,1359
14,subordinate,related,short,
14,subordinate,related,short,
14,subordinate,related,short,2625
14,subordinate,related,short,
14,subordinate,unrelated,long,996
14,subordinate,unrelated,long,1322
14,subordinate,unrelated,long,1403
14,subordinate,unrelated,long,1603
14,subordinate,unrelated,long,
14,subordinate,unrelated,long,2076
14,subordinate,unrelated,long,
14,subordinate,unrelated,long,2947
14,subordinate,unrelated,long,
14,subordinate,unrelated,short,886
14,subordinate,unrelated,short,942
14,subordinate,unrelated,short,1255
14,subordinate,unrelated,short,1279
14,subordinate,unrelated,short,1295
14,subordinate,unrelated,short,1319
14,subordinate,unrelated,short,1575
14,subordinate,unrelated,short,1631
14,subordinate,unrelated,short,2199
15,dominant,related,long,1259
15,dominant,related,long,1428
15,dominant,related,long,1458
15,dominant,related,long,1498
15,dominant,related,long,1699
15,dominant,related,long,1838
15,dominant,related,long,2043
15,dominant,related,long,2452
15,dominant,related,long,
15,dominant,related,short,1071
15,dominant,related,short,1176
15,dominant,related,short,1286
15,dominant,related,short,1334
15,dominant,related,short,1536
15,dominant,related,short,1545
15,dominant,related,short,1551
15,dominant,related,short,1727
15,dominant,related,short,2239
15,dominant,unrelated,long,1288
15,dominant,unrelated,long,1521
15,dominant,unrelated,long,1587
15,dominant,unrelated,long,1745
15,dominant,unrelated,long,1748
15,dominant,unrelated,long,1875
15,dominant,unrelated,long,2465
15,dominant,unrelated,long,2736
15,dominant,unrelated,long,5211
15,dominant,unrelated,short,1343
15,dominant,unrelated,short,1504
15,dominant,unrelated,short,1801
15,dominant,unrelated,short,1961
15,dominant,unrelated,short,2047
15,dominant,unrelated,short,
15,dominant,unrelated,short,2513
15,dominant,unrelated,short,2695
15,dominant,unrelated,short,4040
15,filler,related,long,1218
15,filler,related,long,1324
15,filler,related,long,1449
15,filler,related,long,1507
15,filler,related,long,1603
15,filler,related,long,1642
15,filler,related,long,1681
15,filler,related,long,1691
15,filler,related,long,1828
15,filler,related,long,
15,filler,related,long,2010
15,filler,related,long,2521
15,filler,related,long,2610
15,filler,related,long,2684
15,filler,related,long,4226
15,filler,related,short,696
15,filler,related,short,816
15,filler,related,short,880
15,filler,related,short,991
15,filler,related,short,1102
15,filler,related,short,1110
15,filler,related,short,1119
15,filler,related,short,1138
15,filler,related,short,1280
15,filler,related,short,1503
15,filler,related,short,1543
15,filler,related,short,1750
15,filler,related,short,2208
15,filler,related,short,2336
15,filler,related,short,2983
15,filler,unrelated,long,1381
15,filler,unrelated,long,1395
15,filler,unrelated,long,1578
15,filler,unrelated,long,1596
15,filler,unrelated,long,1763
15,filler,unrelated,long,1915
15,filler,unrelated,long,1994
15,filler,unrelated,long,2155
15,filler,unrelated,long,2203
15,filler,unrelated,long,2274
15,filler,unrelated,long,2315
15,filler,unrelated,long,2323
15,filler,unrelated,long,2509
15,filler,unrelated,long,3481
15,filler,unrelated,long,4081
15,filler,unrelated,short,1350
15,filler,unrelated,short,1561
15,filler,unrelated,short,1640
15,filler,unrelated,short,1791
15,filler,unrelated,short,1953
15,filler,unrelated,short,1959
15,filler,unrelated,short,2126
15,filler,unrelated,short,2150
15,filler,unrelated,short,2295
15,filler,unrelated,short,2295
15,filler,unrelated,short,2461
15,filler,unrelated,short,2792
15,filler,unrelated,short,2886
15,filler,unrelated,short,
15,filler,unrelated,short,3736
15,subordinate,related,long,1356
15,subordinate,related,long,1586
15,subordinate,related,long,1684
15,subordinate,related,long,1715
15,subordinate,related,long,1722
15,subordinate,related,long,1771
15,subordinate,related,long,1884
15,subordinate,related,long,1940
15,subordinate,related,long,2052
15,subordinate,related,short,984
15,subordinate,related,short,1159
15,subordinate,related,short,1318
15,subordinate,related,short,1608
15,subordinate,related,short,1633
15,subordinate,related,short,1783
15,subordinate,related,short,
15,subordinate,related,short,
15,subordinate,related,short,2446
15,subordinate,unrelated,long,1443
15,subordinate,unrelated,long,1730
15,subordinate,unrelated,long,1739
15,subordinate,unrelated,long,1880
15,subordinate,unrelated,long,2466
15,subordinate,unrelated,long,2523
15,subordinate,unrelated,long,2772
15,subordinate,unrelated,long,3228
15,subordinate,unrelated,long,4083
15,subordinate,unrelated,short,1263
15,subordinate,unrelated,short,1575
15,subordinate,unrelated,short,1582
15,subordinate,unrelated,short,
15,subordinate,unrelated,short,2222
15,subordinate,unrelated,short,2669
15,subordinate,unrelated,short,2696
15,subordinate,unrelated,short,4127
15,subordinate,unrelated,short,
16,dominant,related,long,1403
16,dominant,related,long,1637
16,dominant,related,long,1857
16,dominant,related,long,1900
16,dominant,related,long,2162
16,dominant,related,long,6170
16,dominant,related,long,10107
16,dominant,related,long,10548
16,dominant,related,long,16274
16,dominant,related,short,1088
16,dominant,related,short,1232
16,dominant,related,short,1272
16,dominant,related,short,1328
16,dominant,related,short,1512
16,dominant,related,short,1687
16,dominant,related,short,1927
16,dominant,related,short,1975
16,dominant,related,short,8502
16,dominant,unrelated,long,1738
16,dominant,unrelated,long,1916
16,dominant,unrelated,long,2068
16,dominant,unrelated,long,3083
16,dominant,unrelated,long,3498
16,dominant,unrelated,long,3499
16,dominant,unrelated,long,3516
16,dominant,unrelated,long,4317
16,dominant,unrelated,long,
16,dominant,unrelated,short,1223
16,dominant,unrelated,short,1488
16,dominant,unrelated,short,1609
16,dominant,unrelated,short,1648
16,dominant,unrelated,short,2071
16,dominant,unrelated,short,2184
16,dominant,unrelated,short,4550
16,dominant,unrelated,short,7062
16,dominant,unrelated,short,7856
16,filler,related,long,675
16,filler,related,long,948
16,filler,related,long,995
16,filler,related,long,1170
16,filler,related,long,1406
16,filler,related,long,1453
16,filler,related,long,1481
16,filler,related,long,1491
16,filler,related,long,1522
16,filler,related,long,1569
16,filler,related,long,1786
16,filler,related,long,1955
16,filler,related,long,2091
16,filler,related,long,
16,filler,related,long,8459
16,filler,related,short,671
16,filler,related,short,
16,filler,related,short,1127
16,filler,related,short,1159
16,filler,related,short,1199
16,filler,related,short,1263
16,filler,related,short,1408
16,filler,related,short,1432
16,filler,related,short,
16,filler,related,short,1598
16,filler,related,short,1734
16,filler,related,short,1974
16,filler,related,short,5974
16,filler,related,short,6047
16,filler,related,short,
16,filler,unrelated,long,996
16,filler,unrelated,long,1258
16,filler,unrelated,long,1649
16,filler,unrelated,long,1700
16,filler,unrelated,long,1763
16,filler,unrelated,long,1833
16,filler,unrelated,long,2083
16,filler,unrelated,long,2211
16,filler,unrelated,long,2700
16,filler,unrelated,long,2947
16,filler,unrelated,long,3155
16,filler,unrelated,long,3298
16,filler,unrelated,long,
16,filler,unrelated,long,3388
16,filler,unrelated,long,11540
16,filler,unrelated,short,
16,filler,unrelated,short,966
16,filler,unrelated,short,1293
16,filler,unrelated,short,1391
16,filler,unrelated,short,1424
16,filler,unrelated,short,1440
16,filler,unrelated,short,1502
16,filler,unrelated,short,1727
16,filler,unrelated,short,1789
16,filler,unrelated,short,1799
16,filler,unrelated,short,2719
16,filler,unrelated,short,2758
16,filler,unrelated,short,
16,filler,unrelated,short,
16,filler,unrelated,short,16439
16,subordinate,related,long,1274
16,subordinate,related,long,1602
16,subordinate,related,long,1780
16,subordinate,related,long,2317
16,subordinate,related,long,2514
16,subordinate,related,long,
16,subordinate,related,long,4843
16,subordinate,related,long,6227
16,subordinate,related,long,6876
16,subordinate,related,short,1144
16,subordinate,related,short,1238
16,subordinate,related,short,1336
16,subordinate,related,short,1585
16,subordinate,related,short,1590
16,subordinate,related,short,1759
16,subordinate,related,short,1942
16,subordinate,related,short,2384
16,subordinate,related,short,3448
16,subordinate,unrelated,long,
16,subordinate,unrelated,long,1164
16,subordinate,unrelated,long,1548
16,subordinate,unrelated,long,1716
16,subordinate,unrelated,long,1778
16,subordinate,unrelated,long,1882
16,subordinate,unrelated,long,1997
16,subordinate,unrelated,long,2475
16,subordinate,unrelated,long,
16,subordinate,unrelated,short,1240
16,subordinate,unrelated,short,1399
16,subordinate,unrelated,short,1542
16,subordinate,unrelated,short,1608
16,subordinate,unrelated,short,
16,subordinate,unrelated,short,2070
16,subordinate,unrelated,short,3056
16,subordinate,unrelated,short,3888
16,subordinate,unrelated,short,
17,dominant,related,long,978
17,dominant,related,long,1002
17,dominant,related,long,1028
17,dominant,related,long,1395
17,dominant,related,long,1476
17,dominant,related,long,1484
17,dominant,related,long,1578
17,dominant,related,long,1614
17,dominant,related,long,1877
17,dominant,related,short,749
17,dominant,related,short,1247
17,dominant,related,short,1308
17,dominant,related,short,1423
17,dominant,related,short,1448
17,dominant,related,short,1480
17,dominant,related,short,
17,dominant,related,short,1598
17,dominant,related,short,2039
17,dominant,unrelated,long,1059
17,dominant,unrelated,long,1170
17,dominant,unrelated,long,1212
17,dominant,unrelated,long,1235
17,dominant,unrelated,long,1604
17,dominant,unrelated,long,1612
17,dominant,unrelated,long,1756
17,dominant,unrelated,long,1787
17,dominant,unrelated,long,
17,dominant,unrelated,short,1080
17,dominant,unrelated,short,1279
17,dominant,unrelated,short,1449
17,dominant,unrelated,short,1599
17,dominant,unrelated,short,1784
17,dominant,unrelated,short,
17,dominant,unrelated,short,1959
17,dominant,unrelated,short,2215
17,dominant,unrelated,short,3663
17,filler,related,long,819
17,filler,related,long,867
17,filler,related,long,994
17,filler,related,long,
17,filler,related,long,1144
17,filler,related,long,1147
17,filler,related,long,1149
17,filler,related,long,1241
17,filler,related,long,1260
17,filler,related,long,1332
17,filler,related,long,1508
17,filler,related,long,1738
17,filler,related,long,2020
17,filler,related,long,2124
17,filler,related,long,2466
17,filler,related,short,0
17,filler,related,short,711
17,filler,related,short,878
17,filler,related,short,1023
17,filler,related,short,1160
17,filler,related,short,1198
17,filler,related,short,1199
17,filler,related,short,1279
17,filler,related,short,1355
17,filler,related,short,1470
17,filler,related,short,1487
17,filler,related,short,1513
17,filler,related,short,1526
17,filler,related,short,2024
17,filler,related,short,
17,filler,unrelated,long,
17,filler,unrelated,long,
17,filler,unrelated,long,1170
17,filler,unrelated,long,1315
17,filler,unrelated,long,1315
17,filler,unrelated,long,1340
17,filler,unrelated,long,1397
17,filler,unrelated,long,
17,filler,unrelated,long,1627
17,filler,unrelated,long,1741
17,filler,unrelated,long,1997
17,filler,unrelated,long,3037
17,filler,unrelated,long,3341
17,filler,unrelated,long,3403
17,filler,unrelated,long,3922
17,filler,unrelated,short,1021
17,filler,unrelated,short,1280
17,filler,unrelated,short,1326
17,filler,unrelated,short,1366
17,filler,unrelated,short,1518
17,filler,unrelated,short,1591
17,filler,unrelated,short,1654
17,filler,unrelated,short,1775
17,filler,unrelated,short,1790
17,filler,unrelated,short,2070
17,filler,unrelated,short,2311
17,filler,unrelated,short,2494
17,filler,unrelated,short,
17,filler,unrelated,short,
17,filler,unrelated,short,3637
17,subordinate,related,long,908
17,subordinate,related,long,1025
17,subordinate,related,long,1216
17,subordinate,related,long,1266
17,subordinate,related,long,1467
17,subordinate,related,long,
17,subordinate,related,long,
17,subordinate,related,long,
17,subordinate,related,long,1890
17,subordinate,related,short,
17,subordinate,related,short,943
17,subordinate,related,short,1031
17,subordinate,related,short,1055
17,subordinate,related,short,1374
17,subordinate,related,short,
17,subordinate,related,short,1407
17,subordinate,related,short,1545
17,subordinate,related,short,2239
17,subordinate,unrelated,long,1323
17,subordinate,unrelated,long,1524
17,subordinate,unrelated,long,1539
17,subordinate,unrelated,long,1851
17,subordinate,unrelated,long,1994
17,subordinate,unrelated,long,2122
17,subordinate,unrelated,long,2338
17,subordinate,unrelated,long,3228
17,subordinate,unrelated,long,3251
17,subordinate,unrelated,short,1201
17,subordinate,unrelated,short,
17,subordinate,unrelated,short,
17,subordinate,unrelated,short,1623
17,subordinate,unrelated,short,2021
17,subordinate,unrelated,short,2070
17,subordinate,unrelated,short,2183
17,subordinate,unrelated,short,
17,subordinate,unrelated,short,
18,dominant,related,long,705
18,dominant,related,long,965
18,dominant,related,long,987
18,dominant,related,long,998
18,dominant,related,long,1033
18,dominant,related,long,1120
18,dominant,related,long,1297
18,dominant,related,long,1330
18,dominant,related,long,1451
18,dominant,related,short,686
18,dominant,related,short,743
18,dominant,related,short,879
18,dominant,related,short,901
18,dominant,related,short,942
18,dominant,related,short,967
18,dominant,related,short,975
18,dominant,related,short,1590
18,dominant,related,short,1631
18,dominant,unrelated,long,889
18,dominant,unrelated,long,1043
18,dominant,unrelated,long,1153
18,dominant,unrelated,long,1196
18,dominant,unrelated,long,1339
18,dominant,unrelated,long,1412
18,dominant,unrelated,long,1513
18,dominant,unrelated,long,1643
18,dominant,unrelated,long,1674
18,dominant,unrelated,short,966
18,dominant,unrelated,short,1119
18,dominant,unrelated,short,1206
18,dominant,unrelated,short,1224
18,dominant,unrelated,short,1334
18,dominant,unrelated,short,1447
18,dominant,unrelated,short,1447
18,dominant,unrelated,short,1463
18,dominant,unrelated,short,
18,filler,related,long,867
18,filler,related,long,915
18,filler,related,long,1034
18,filler,related,long,1041
18,filler,related,long,1233
18,filler,related,long,1297
18,filler,related,long,1307
18,filler,related,long,1323
18,filler,related,long,1492
18,filler,related,long,1569
18,filler,related,long,1587
18,filler,related,long,1682
18,filler,related,long,1900
18,filler,related,long,2186
18,filler,related,long,2538
18,filler,related,short,599
18,filler,related,short,710
18,filler,related,short,791
18,filler,related,short,806
18,filler,related,short,856
18,filler,related,short,975
18,filler,related,short,1117
18,filler,related,short,1214
18,filler,related,short,1214
18,filler,related,short,1462
18,filler,related,short,1654
18,filler,related,short,1655
18,filler,related,short,1742
18,filler,related,short,1887
18,filler,related,short,3146
18,filler,unrelated,long,1041
18,filler,unrelated,long,1092
18,filler,unrelated,long,1147
18,filler,unrelated,long,1265
18,filler,unrelated,long,1277
18,filler,unrelated,long,1299
18,filler,unrelated,long,1354
18,filler,unrelated,long,1389
18,filler,unrelated,long,1430
18,filler,unrelated,long,1684
18,filler,unrelated,long,1963
18,filler,unrelated,long,2064
18,filler,unrelated,long,2124
18,filler,unrelated,long,2737
18,filler,unrelated,long,4843
18,filler,unrelated,short,
18,filler,unrelated,short,1071
18,filler,unrelated,short,1126
18,filler,unrelated,short,
18,filler,unrelated,short,1223
18,filler,unrelated,short,
18,filler,unrelated,short,1361
18,filler,unrelated,short,1423
18,filler,unrelated,short,1446
18,filler,unrelated,short,1623
18,filler,unrelated,short,1648
18,filler,unrelated,short,1718
18,filler,unrelated,short,1789
18,filler,unrelated,short,1838
18,filler,unrelated,short,3423
18,subordinate,related,long,962
18,subordinate,related,long,1037
18,subordinate,related,long,1058
18,subordinate,related,long,1266
18,subordinate,related,long,1627
18,subordinate,related,long,1737
18,subordinate,related,long,2043
18,subordinate,related,long,2049
18,subordinate,related,long,
18,subordinate,related,short,912
18,subordinate,related,short,982
18,subordinate,related,short,1031
18,subordinate,related,short,1046
18,subordinate,related,short,
18,subordinate,related,short,1167
18,subordinate,related,short,1287
18,subordinate,related,short,
18,subordinate,related,short,3805
18,subordinate,unrelated,long,1092
18,subordinate,unrelated,long,1234
18,subordinate,unrelated,long,1249
18,subordinate,unrelated,long,1339
18,subordinate,unrelated,long,1531
18,subordinate,unrelated,long,1562
18,subordinate,unrelated,long,1594
18,subordinate,unrelated,long,1668
18,subordinate,unrelated,long,1914
18,subordinate,unrelated,short,1008
18,subordinate,unrelated,short,1047
18,subordinate,unrelated,short,
18,subordinate,unrelated,short,1367
18,subordinate,unrelated,short,1406
18,subordinate,unrelated,short,1615
18,subordinate,unrelated,short,1686
18,subordinate,unrelated,short,1774
18,subordinate,unrelated,short,2086
19,dominant,related,long,1040
19,dominant,related,long,1108
19,dominant,related,long,1128
19,dominant,related,long,1146
19,dominant,related,long,
19,dominant,related,long,1202
19,dominant,related,long,1266
19,dominant,related,long,1273
19,dominant,related,long,2842
19,dominant,related,short,861
19,dominant,related,short,868
19,dominant,related,short,1005
19,dominant,related,short,1023
19,dominant,related,short,1142
19,dominant,related,short,1151
19,dominant,related,short,1319
19,dominant,related,short,1365
19,dominant,related,short,1559
19,dominant,unrelated,long,1034
19,dominant,unrelated,long,1210
19,dominant,unrelated,long,1218
19,dominant,unrelated,long,1250
19,dominant,unrelated,long,1274
19,dominant,unrelated,long,1330
19,dominant,unrelated,long,1368
19,dominant,unrelated,long,1425
19,dominant,unrelated,long,2155
19,dominant,unrelated,short,998
19,dominant,unrelated,short,1013
19,dominant,unrelated,short,1062
19,dominant,unrelated,short,1077
19,dominant,unrelated,short,1078
19,dominant,unrelated,short,1094
19,dominant,unrelated,short,1126
19,dominant,unrelated,short,1174
19,dominant,unrelated,short,1366
19,filler,related,long,818
19,filler,related,long,952
19,filler,related,long,1019
19,filler,related,long,1156
19,filler,related,long,1161
19,filler,related,long,1243
19,filler,related,long,1331
19,filler,related,long,1338
19,filler,related,long,1441
19,filler,related,long,1481
19,filler,related,long,1496
19,filler,related,long,1610
19,filler,related,long,1644
19,filler,related,long,1697
19,filler,related,long,1896
19,filler,related,short,926
19,filler,related,short,
19,filler,related,short,943
19,filler,related,short,990
19,filler,related,short,1039
19,filler,related,short,1061
19,filler,related,short,1087
19,filler,related,short,1100
19,filler,related,short,1133
19,filler,related,short,1150
19,filler,related,short,1261
19,filler,related,short,1278
19,filler,related,short,1399
19,filler,related,short,1461
19,filler,related,short,1558
19,filler,unrelated,long,1011
19,filler,unrelated,long,1066
19,filler,unrelated,long,
19,filler,unrelated,long,1169
19,filler,unrelated,long,1200
19,filler,unrelated,long,1250
19,filler,unrelated,long,1402
19,filler,unrelated,long,1527
19,filler,unrelated,long,1609
19,filler,unrelated,long,1636
19,filler,unrelated,long,1704
19,filler,unrelated,long,1704
19,filler,unrelated,long,1923
19,filler,unrelated,long,2090
19,filler,unrelated,long,2752
19,filler,unrelated,short,894
19,filler,unrelated,short,965
19,filler,unrelated,short,981
19,filler,unrelated,short,1061
19,filler,unrelated,short,1140
19,filler,unrelated,short,1151
19,filler,unrelated,short,1334
19,filler,unrelated,short,1342
19,filler,unrelated,short,1398
19,filler,unrelated,short,1512
19,filler,unrelated,short,1621
19,filler,unrelated,short,1637
19,filler,unrelated,short,1727
19,filler,unrelated,short,1741
19,filler,unrelated,short,2678
19,subordinate,related,long,872
19,subordinate,related,long,1073
19,subordinate,related,long,
19,subordinate,related,long,1442
19,subordinate,related,long,1506
19,subordinate,related,long,1579
19,subordinate,related,long,1642
19,subordinate,related,long,
19,subordinate,related,long,1898
19,subordinate,related,short,1086
19,subordinate,related,short,1333
19,subordinate,related,short,1333
19,subordinate,related,short,1421
19,subordinate,related,short,1462
19,subordinate,related,short,1789
19,subordinate,related,short,1853
19,subordinate,related,short,1982
19,subordinate,related,short,3478
19,subordinate,unrelated,long,865
19,subordinate,unrelated,long,929
19,subordinate,unrelated,long,1035
19,subordinate,unrelated,long,1154
19,subordinate,unrelated,long,1227
19,subordinate,unrelated,long,
19,subordinate,unrelated,long,1531
19,subordinate,unrelated,long,1600
19,subordinate,unrelated,long,2010
19,subordinate,unrelated,short,943
19,subordinate,unrelated,short,964
19,subordinate,unrelated,short,1013
19,subordinate,unrelated,short,1046
19,subordinate,unrelated,short,1197
19,subordinate,unrelated,short,1223
19,subordinate,unrelated,short,1335
19,subordinate,unrelated,short,1421
19,subordinate,unrelated,short,1520
20,dominant,related,long,556
20,dominant,related,long,579
20,dominant,related,long,684
20,dominant,related,long,737
20,dominant,related,long,849
20,dominant,related,long,875
20,dominant,related,long,1067
20,dominant,related,long,1083
20,dominant,related,long,1138
20,dominant,related,short,555
20,dominant,related,short,608
20,dominant,related,short,630
20,dominant,related,short,639
20,dominant,related,short,671
20,dominant,related,short,774
20,dominant,related,short,1006
20,dominant,related,short,1006
20,dominant,related,short,1694
20,dominant,unrelated,long,737
20,dominant,unrelated,long,777
20,dominant,unrelated,long,898
20,dominant,unrelated,long,931
20,dominant,unrelated,long,939
20,dominant,unrelated,long,1171
20,dominant,unrelated,long,1299
20,dominant,unrelated,long,1340
20,dominant,unrelated,long,1691
20,dominant,unrelated,short,783
20,dominant,unrelated,short,944
20,dominant,unrelated,short,951
20,dominant,unrelated,short,1094
20,dominant,unrelated,short,1142
20,dominant,unrelated,short,1222
20,dominant,unrelated,short,1333
20,dominant,unrelated,short,1358
20,dominant,unrelated,short,1365
20,filler,related,long,435
20,filler,related,long,586
20,filler,related,long,628
20,filler,related,long,666
20,filler,related,long,672
20,filler,related,long,674
20,filler,related,long,689
20,filler,related,long,730
20,filler,related,long,747
20,filler,related,long,763
20,filler,related,long,779
20,filler,related,long,875
20,filler,related,long,922
20,filler,related,long,954
20,filler,related,long,1099
20,filler,related,short,542
20,filler,related,short,599
20,filler,related,short,600
20,filler,related,short,616
20,filler,related,short,671
20,filler,related,short,734
20,filler,related,short,
20,filler,related,short,744
20,filler,related,short,750
20,filler,related,short,758
20,filler,related,short,758
20,filler,related,short,809
20,filler,related,short,935
20,filler,related,short,966
20,filler,related,short,983
20,filler,unrelated,long,866
20,filler,unrelated,long,875
20,filler,unrelated,long,889
20,filler,unrelated,long,1033
20,filler,unrelated,long,1068
20,filler,unrelated,long,1100
20,filler,unrelated,long,1138
20,filler,unrelated,long,1220
20,filler,unrelated,long,1274
20,filler,unrelated,long,1490
20,filler,unrelated,long,1689
20,filler,unrelated,long,1724
20,filler,unrelated,long,1730
20,filler,unrelated,long,2057
20,filler,unrelated,long,2506
20,filler,unrelated,short,
20,filler,unrelated,short,904
20,filler,unrelated,short,935
20,filler,unrelated,short,936
20,filler,unrelated,short,1069
20,filler,unrelated,short,1158
20,filler,unrelated,short,1217
20,filler,unrelated,short,1233
20,filler,unrelated,short,1238
20,filler,unrelated,short,1346
20,filler,unrelated,short,1392
20,filler,unrelated,short,1631
20,filler,unrelated,short,1666
20,filler,unrelated,short,1806
20,filler,unrelated,short,1918
20,subordinate,related,long,625
20,subordinate,related,long,770
20,subordinate,related,long,828
20,subordinate,related,long,828
20,subordinate,related,long,947
20,subordinate,related,long,1003
20,subordinate,related,long,1033
20,subordinate,related,long,1297
20,subordinate,related,long,
20,subordinate,related,short,710
20,subordinate,related,short,725
20,subordinate,related,short,774
20,subordinate,related,short,
20,subordinate,related,short,1102
20,subordinate,related,short,1111
20,subordinate,related,short,1215
20,subordinate,related,short,
20,subordinate,related,short,
20,subordinate,unrelated,long,889
20,subordinate,unrelated,long,947
20,subordinate,unrelated,long,1012
20,subordinate,unrelated,long,1163
20,subordinate,unrelated,long,1171
20,subordinate,unrelated,long,1337
20,subordinate,unrelated,long,1379
20,subordinate,unrelated,long,1434
20,subordinate,unrelated,long,1555
20,subordinate,unrelated,short,727
20,subordinate,unrelated,short,871
20,subordinate,unrelated,short,974
20,subordinate,unrelated,short,975
20,subordinate,unrelated,short,1023
20,subordinate,unrelated,short,1125
20,subordinate,unrelated,short,1175
20,subordinate,unrelated,short,1182
20,subordinate,unrelated,short,1335
21,dominant,related,long,786
21,dominant,related,long,995
21,dominant,related,long,1137
21,dominant,related,long,1778
21,dominant,related,long,2163
21,dominant,related,long,2170
21,dominant,related,long,2794
21,dominant,related,long,3049
21,dominant,related,long,3802
21,dominant,related,short,974
21,dominant,related,short,1174
21,dominant,related,short,1319
21,dominant,related,short,1391
21,dominant,related,short,1582
21,dominant,related,short,1958
21,dominant,related,short,2197
21,dominant,related,short,3623
21,dominant,related,short,5487
21,dominant,unrelated,long,961
21,dominant,unrelated,long,1106
21,dominant,unrelated,long,1354
21,dominant,unrelated,long,1593
21,dominant,unrelated,long,1729
21,dominant,unrelated,long,2082
21,dominant,unrelated,long,3787
21,dominant,unrelated,long,4627
21,dominant,unrelated,long,6338
21,dominant,unrelated,short,966
21,dominant,unrelated,short,1231
21,dominant,unrelated,short,1670
21,dominant,unrelated,short,1710
21,dominant,unrelated,short,1935
21,dominant,unrelated,short,3439
21,dominant,unrelated,short,4910
21,dominant,unrelated,short,5669
21,dominant,unrelated,short,10253
21,filler,related,long,803
21,filler,related,long,867
21,filler,related,long,1410
21,filler,related,long,1442
21,filler,related,long,1697
21,filler,related,long,1745
21,filler,related,long,1747
21,filler,related,long,1938
21,filler,related,long,2046
21,filler,related,long,2059
21,filler,related,long,2194
21,filler,related,long,2322
21,filler,related,long,2459
21,filler,related,long,2666
21,filler,related,long,3043
21,filler,related,short,638
21,filler,related,short,822
21,filler,related,short,830
21,filler,related,short,943
21,filler,related,short,1054
21,filler,related,short,1167
21,filler,related,short,1222
21,filler,related,short,1671
21,filler,related,short,
21,filler,related,short,2054
21,filler,related,short,2197
21,filler,related,short,2605
21,filler,related,short,2629
21,filler,related,short,3814
21,filler,related,short,6423
21,filler,unrelated,long,833
21,filler,unrelated,long,963
21,filler,unrelated,long,1034
21,filler,unrelated,long,1089
21,filler,unrelated,long,1411
21,filler,unrelated,long,1466
21,filler,unrelated,long,1659
21,filler,unrelated,long,1939
21,filler,unrelated,long,2149
21,filler,unrelated,long,2298
21,filler,unrelated,long,2442
21,filler,unrelated,long,2538
21,filler,unrelated,long,2978
21,filler,unrelated,long,3578
21,filler,unrelated,long,3801
21,filler,unrelated,short,1022
21,filler,unrelated,short,1214
21,filler,unrelated,short,1302
21,filler,unrelated,short,1422
21,filler,unrelated,short,1503
21,filler,unrelated,short,1614
21,filler,unrelated,short,2007
21,filler,unrelated,short,2186
21,filler,unrelated,short,2207
21,filler,unrelated,short,2229
21,filler,unrelated,short,2263
21,filler,unrelated,short,2318
21,filler,unrelated,short,3933
21,filler,unrelated,short,3998
21,filler,unrelated,short,4807
21,subordinate,related,long,756
21,subordinate,related,long,1171
21,subordinate,related,long,1299
21,subordinate,related,long,
21,subordinate,related,long,2026
21,subordinate,related,long,
21,subordinate,related,long,2555
21,subordinate,related,long,3187
21,subordinate,related,long,
21,subordinate,related,short,1150
21,subordinate,related,short,1247
21,subordinate,related,short,1486
21,subordinate,related,short,1534
21,subordinate,related,short,
21,subordinate,related,short,3623
21,subordinate,related,short,5086
21,subordinate,related,short,5407
21,subordinate,related,short,
21,subordinate,unrelated,long,922
21,subordinate,unrelated,long,1514
21,subordinate,unrelated,long,1642
21,subordinate,unrelated,long,1811
21,subordinate,unrelated,long,1931
21,subordinate,unrelated,long,2499
21,subordinate,unrelated,long,2610
21,subordinate,unrelated,long,3506
21,subordinate,unrelated,long,5794
21,subordinate,unrelated,short,958
21,subordinate,unrelated,short,1039
21,subordinate,unrelated,short,1470
21,subordinate,unrelated,short,2406
21,subordinate,unrelated,short,2735
21,subordinate,unrelated,short,3182
21,subordinate,unrelated,short,4206
21,subordinate,unrelated,short,4935
21,subordinate,unrelated,short,5175
22,dominant,related,long,1131
22,dominant,related,long,1313
22,dominant,related,long,1498
22,dominant,related,long,1500
22,dominant,related,long,1571
22,dominant,related,long,1705
22,dominant,related,long,1844
22,dominant,related,long,2019
22,dominant,related,long,2083
22,dominant,related,short,695
22,dominant,related,short,
22,dominant,related,short,895
22,dominant,related,short,902
22,dominant,related,short,991
22,dominant,related,short,1134
22,dominant,related,short,1191
22,dominant,related,short,1256
22,dominant,related,short,1999
22,dominant,unrelated,long,1379
22,dominant,unrelated,long,1739
22,dominant,unrelated,long,1857
22,dominant,unrelated,long,1938
22,dominant,unrelated,long,2172
22,dominant,unrelated,long,2348
22,dominant,unrelated,long,2972
22,dominant,unrelated,long,
22,dominant,unrelated,long,3316
22,dominant,unrelated,short,1230
22,dominant,unrelated,short,1440
